PeakID (cmd=annotatePeaks.pl PLACseq_anchor1.bed mm10)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
90	chr17	52550001	52600000	+	0	NA	Intergenic	B1_Mm|SINE|Alu	27660	NR_155517	108168350	Mm.385076	NR_155517		Gm27217	-	predicted gene 27217	ncRNA
228	chr1	151750001	151800000	+	0	NA	intron (NM_001039644, intron 4 of 19)	RSINE1|SINE|B4	19626	NM_001039644	66967	Mm.337691	NM_001039644	ENSMUSG00000043019	Edem3	2310050N11Rik	ER degradation enhancer, mannosidase alpha-like 3	protein-coding
755	chrX	60000001	60050000	+	0	NA	intron (NM_007979, intron 6 of 7)	intron (NM_007979, intron 6 of 7)	25536	NM_001305797	14071	Mm.391283	NM_007979	ENSMUSG00000031138	F9	AW111646|Cf-9|Cf9	coagulation factor IX	protein-coding
1912	chr5	143550001	143600000	+	0	NA	Intergenic	Intergenic	26280	NM_026050	67238	Mm.383219	NM_026050	ENSMUSG00000118332	Fam220a	1500026F15Rik|2810453I06Rik|AW047776|Acpin1|Sipar	family with sequence similarity 220, member A	protein-coding
1063	chr13	69550001	69600000	+	0	NA	3' UTR (NM_175283, exon 5 of 5)	3' UTR (NM_175283, exon 5 of 5)	36463	NM_175283	78925	Mm.451912	NM_175283	ENSMUSG00000021594	Srd5a1	0610031P22Rik|4930435F02Rik|S5AR 1|Srd5a-1	steroid 5 alpha-reductase 1	protein-coding
1174	chr14	121750001	121800000	+	0	NA	intron (NM_134074, intron 1 of 52)	intron (NM_134074, intron 1 of 52)	22734	NM_134074	105445	Mm.378591	NM_134074	ENSMUSG00000025558	Dock9	AA959601|AW538057|B230309H04Rik|D14Wsu89e|Zizimin1|mKIAA1058	dedicator of cytokinesis 9	protein-coding
680	chr2	144550001	144600000	+	0	NA	intron (NM_001355379, intron 11 of 19)	intron (NM_001355379, intron 11 of 19)	10101	NM_001281816	27054	Mm.248492	NM_019787	ENSMUSG00000027429	Sec23b	-	SEC23 homolog B, COPII coat complex component	protein-coding
92	chr17	56000001	56050000	+	0	NA	intron (NM_013664, intron 1 of 9)	intron (NM_013664, intron 1 of 9)	11637	NM_001252471	20405	Mm.1773	NM_013664	ENSMUSG00000003200	Sh3gl1	C77078|EEN|SH3P8|Sh3d2b	SH3-domain GRB2-like 1	protein-coding
1695	chr7	113350001	113400000	+	0	NA	Intergenic	Intergenic	-5661	NM_133700	68815	Mm.238034	NM_133700	ENSMUSG00000038187	Btbd10	1110056N09Rik|Gmrp1	BTB (POZ) domain containing 10	protein-coding
1895	chr5	120600001	120650000	+	0	NA	intron (NM_028041, intron 15 of 19)	B1_Mur3|SINE|Alu	9235	NM_001195094	546886	Mm.464847	NM_001195094	ENSMUSG00000094282	Cfap73	Ccdc42b|Gm5988	cilia and flagella associated protein 73	protein-coding
1079	chr13	97200001	97250000	+	0	NA	Intergenic	Intergenic	-16105	NM_007930	13803	Mm.241073	NM_007930	ENSMUSG00000041773	Enc1	Nrpb|PIG10	ectodermal-neural cortex 1	protein-coding
1829	chr5	31550001	31600000	+	0	NA	Intergenic	Intergenic	-3603	NR_102275	100740	Mm.23370	NR_102275		AI839979	-	expressed sequence AI839979	ncRNA
1129	chr14	42450001	42500000	+	0	NA	Intergenic	RLTR11B|LTR|ERVK	-214952	NR_105055	101056136	Mm.489000	NR_105055	ENSMUSG00000092152	Gm17026	-	predicted gene 17026	ncRNA
895	chr9	7700001	7750000	+	0	NA	Intergenic	MTC-int|LTR|ERVL-MaLR	-29369	NR_126562	102722	Mm.334941	NR_126562	ENSMUSG00000086381	AV064505	-	expressed sequence AV064505	ncRNA
335	chr18	84650001	84700000	+	0	NA	exon (NM_023149, exon 6 of 12)	exon (NM_023149, exon 6 of 12)	7059	NM_001289531	66054	Mm.29646	NM_023149	ENSMUSG00000024644	Cndp2	0610010E05Rik|C76600|Cn2|Dip-2|Pep-1|Pep1	CNDP dipeptidase 2 (metallopeptidase M20 family)	protein-coding
1603	chr7	4500001	4550000	+	0	NA	intron (NM_001033548, intron 9 of 11)	IAPEY2_LTR|LTR|ERVK	-2472	NM_009406	21954	Mm.27674	NM_009406	ENSMUSG00000035458	Tnni3	Tn1|cTnI	troponin I, cardiac 3	protein-coding
397	chr15	89100001	89150000	+	0	NA	intron (NM_199198, intron 14 of 19)	intron (NM_199198, intron 14 of 19)	-1850	NM_001163319	328580	Mm.380934	NM_001163319	ENSMUSG00000051786	Tubgcp6	AI843275|D430023H11|GCP-6|mKIAA1669	tubulin, gamma complex associated protein 6	protein-coding
1824	chr5	25400001	25450000	+	0	NA	intron (NM_001081383, intron 2 of 58)	L1MC|LINE|L1	73783	NM_001081383	231051	Mm.332268	NM_001081383	ENSMUSG00000038056	Kmt2c	E330008K23Rik|HALR|Mll3	lysine (K)-specific methyltransferase 2C	protein-coding
6	chr19	7950001	8000000	+	0	NA	Intergenic	L1VL2|LINE|L1	-8973	NM_134256	171405	Mm.326517	NM_134256	ENSMUSG00000067656	Slc22a27	OAT6-L|OAT6-S|Oat9	solute carrier family 22, member 27	protein-coding
1830	chr5	32850001	32900000	+	0	NA	intron (NM_001025426, intron 5 of 42)	intron (NM_001025426, intron 5 of 42)	11279	NM_177786	277854	Mm.101524	NM_177786	ENSMUSG00000037426	Depdc5	AV016528	DEP domain containing 5	protein-coding
881	chr11	113150001	113200000	+	0	NA	intron (NR_015556, intron 1 of 2)	intron (NR_015556, intron 1 of 2)	26838	NR_015556	72386	Mm.266961	NR_015556	ENSMUSG00000087259	2610035D17Rik	-	RIKEN cDNA 2610035D17 gene	ncRNA
80	chr17	47850001	47900000	+	0	NA	intron (NM_028767, intron 12 of 16)	intron (NM_028767, intron 12 of 16)	-40309	NM_001109973	17240	Mm.329100	NM_010783	ENSMUSG00000032717	Mdfi	I-mf|I-mfa	MyoD family inhibitor	protein-coding
940	chr9	63600001	63650000	+	0	NA	intron (NM_001357323, intron 5 of 9)	intron (NM_001357323, intron 5 of 9)	22354	NM_025857	66939	Mm.34338	NM_025857	ENSMUSG00000037257	Aagab	2310007F21Rik|p34	alpha- and gamma-adaptin binding protein	protein-coding
498	chr12	17650001	17700000	+	0	NA	Intergenic	Intergenic	-15809	NM_016677	53602	Mm.313619	NM_016677	ENSMUSG00000071379	Hpcal1	NVL-3|NVP-3|Nvp3|VILIP3|Vnsl3|Vsnl3	hippocalcin-like 1	protein-coding
1844	chr5	62900001	62950000	+	0	NA	Intergenic	Intergenic	113344	NM_001170705	100322896		NM_001170705	ENSMUSG00000090326	Dthd1	Gm17384	death domain containing 1	protein-coding
1913	chr5	145550001	145600000	+	0	NA	intron (NM_017396, intron 4 of 12).2	RMER17D|LTR|ERVK	9730	NM_017396	53973	Mm.379071	NM_017396	ENSMUSG00000075551	Cyp3a41a	Cyp3a41	cytochrome P450, family 3, subfamily a, polypeptide 41A	protein-coding
46	chr17	5400001	5450000	+	0	NA	intron (NM_027457, intron 3 of 3)	intron (NM_027457, intron 3 of 3)	-6233	NM_175349	106557	Mm.432764	NM_175349	ENSMUSG00000101959	Ldhal6b	4933402O15Rik|AI326310|LDHL|Ldhal	lactate dehydrogenase A-like 6B	protein-coding
1014	chr13	28950001	29000000	+	0	NA	Intergenic	Intergenic	-21301	NM_009238	20677	Mm.240627	NM_009238	ENSMUSG00000076431	Sox4	AA682046|Sox-4	SRY (sex determining region Y)-box 4	protein-coding
1348	chr8	110800001	110850000	+	0	NA	intron (NM_133953, intron 13 of 25)	intron (NM_133953, intron 13 of 25)	13598	NR_028559	100217465		NR_028559		Snord111	MBII-82	small nucleolar RNA, C/D box 111	snoRNA
951	chr9	73000001	73050000	+	0	NA	intron (NM_018889, intron 6 of 11)	intron (NM_018889, intron 6 of 11)	14699	NM_018889	55981	Mm.139905	NM_018889	ENSMUSG00000079469	Pigb	Pig-b	phosphatidylinositol glycan anchor biosynthesis, class B	protein-coding
493	chr12	9050001	9100000	+	0	NA	Intergenic	LTR88a|LTR|Gypsy?	45003	NM_029321	75516	Mm.37581	NM_029321	ENSMUSG00000066637	Ttc32	1700013G20Rik	tetratricopeptide repeat domain 32	protein-coding
698	chr2	163550001	163600000	+	0	NA	Intergenic	Intergenic	-27314	NM_029512	76080	Mm.89828	NM_029512	ENSMUSG00000017679	Ttpal	3110080A02Rik|5830472M02Rik	tocopherol (alpha) transfer protein-like	protein-coding
1538	chr6	88500001	88550000	+	0	NA	Intergenic	ORR1A2|LTR|ERVL-MaLR	-6200	NM_016906	53421	Mm.28375	NM_016906	ENSMUSG00000030082	Sec61a1	AA408394|AA410007|Sec61a	Sec61 alpha 1 subunit (S. cerevisiae)	protein-coding
1606	chr7	6350001	6400000	+	0	NA	intron (NM_177888, intron 4 of 4)	B1_Mur3|SINE|Alu	-8318	NM_175247	22690	Mm.127014	NM_175247	ENSMUSG00000062861	Zfp28	2810438M17Rik|Zfp-28|mkr-5	zinc finger protein 28	protein-coding
860	chr11	94100001	94150000	+	0	NA	3' UTR (NM_001025430, exon 26 of 26)	3' UTR (NM_001025430, exon 26 of 26)	80870	NM_001025428	70834	Mm.260737	NM_027569	ENSMUSG00000020859	Spag9	3110018C07Rik|4733401I23Rik|4831406C20Rik|AW552012|JIP-4|JLP|JSAP2|JSAP2a|Jip4|Mapk8ip4|syd1	sperm associated antigen 9	protein-coding
1048	chr13	54550001	54600000	+	0	NA	promoter-TSS (NM_019968)	promoter-TSS (NM_019968)	-13	NM_019968	56795	Mm.89484	NM_019968	ENSMUSG00000025870	Arl10	Arl10a|Arm1	ADP-ribosylation factor-like 10	protein-coding
1831	chr5	33250001	33300000	+	0	NA	promoter-TSS (NM_001198859)	promoter-TSS (NM_001198859)	4	NM_013502	13016	Mm.7286	NM_013502	ENSMUSG00000037373	Ctbp1	BARS|CtBP3/BARS|D4S115h|D5H4S115|D5H4S115E	C-terminal binding protein 1	protein-coding
1815	chr5	3850001	3900000	+	0	NA	Intergenic	ORR1A4|LTR|ERVL-MaLR	18933	NM_001013023	545725	Mm.99593	NM_172135	ENSMUSG00000040429	Mterf1a	4931431L11Rik|9230106K09Rik|Mterf|Mterf1|mTERF1b	mitochondrial transcription termination factor 1a	protein-coding
1735	chr4	33100001	33150000	+	0	NA	Intergenic	Lx9|LINE|L1	-7556	NM_008075	14408	Mm.14116	NM_008075	ENSMUSG00000028280	Gabrr1	GABA-C	gamma-aminobutyric acid (GABA) C receptor, subunit rho 1	protein-coding
1044	chr13	51700001	51750000	+	0	NA	intron (NM_001281880, intron 4 of 16)	intron (NM_001281880, intron 4 of 16)	68747	NM_013660	20354	Mm.33903	NM_013660	ENSMUSG00000021451	Sema4d	CD100|Semacl2|Semaj|Semcl2|coll-4	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4D	protein-coding
1837	chr5	43750001	43800000	+	0	NA	intron (NM_178729, intron 1 of 8)	intron (NM_178729, intron 1 of 8)	7149	NM_178729	242960	Mm.25794	NM_178729	ENSMUSG00000039753	Fbxl5	Fbl4|Fir4	F-box and leucine-rich repeat protein 5	protein-coding
1192	chr3	35800001	35850000	+	0	NA	intron (NR_151626, intron 19 of 30)	ORR1D2|LTR|ERVL-MaLR	70937	NR_151627	76295	Mm.239416	NM_029570	ENSMUSG00000037400	Atp11b	1110019I14Rik|ATPIF|ATPIR|mKIAA0956	ATPase, class VI, type 11B	protein-coding
464	chr16	56700001	56750000	+	0	NA	intron (NM_172825, intron 15 of 15)	intron (NM_172825, intron 15 of 15)	-7550	NM_001357125	21787	Mm.425970	NM_019678	ENSMUSG00000022757	Tfg	AI173908	Trk-fused gene	protein-coding
400	chr15	95750001	95800000	+	0	NA	Intergenic	Intergenic	-15843	NM_175344	105722	Mm.38087	NM_175344	ENSMUSG00000064210	Ano6	2900059G15Rik|AA407480|AW554778|F730003B03Rik|Tmem16f	anoctamin 6	protein-coding
1330	chr8	83350001	83400000	+	0	NA	intron (NM_026233, intron 10 of 10)	RLTR22_Mur|LTR|ERVK	-14842	NM_001329680	12745	Mm.358581	NM_009904	ENSMUSG00000002190	Clgn	4930459O04Rik|A2/6|AI528775|Cln	calmegin	protein-coding
669	chr2	117250001	117300000	+	0	NA	Intergenic	L1Md_F2|LINE|L1	25261	NM_026620	68215	Mm.219389	NM_026620	ENSMUSG00000027349	Fam98b	2610510H03Rik	family with sequence similarity 98, member B	protein-coding
191	chr1	88350001	88400000	+	0	NA	intron (NM_134252, intron 23 of 26)	ORR1F|LTR|ERVL-MaLR	-32010	NM_029269	75396	Mm.173058	NM_029269	ENSMUSG00000026295	Spp2	0610038O04Rik|pp-24|spp24	secreted phosphoprotein 2	protein-coding
1823	chr5	24650001	24700000	+	0	NA	Intergenic	MMERGLN-int|LTR|ERV1	-10815	NM_016736	53312	Mm.5856	NM_016736	ENSMUSG00000028954	Nub1	4931404D21Rik|6330412F12Rik|BS4|NY-REN-18	negative regulator of ubiquitin-like proteins 1	protein-coding
1180	chr3	9350001	9400000	+	0	NA	Intergenic	B3|SINE|B2	-28020	NR_015499	320088	Mm.212908	NR_015499	ENSMUSG00000097365	C030034L19Rik	A130044O20Rik	RIKEN cDNA C030034L19 gene	ncRNA
1066	chr13	80850001	80900000	+	0	NA	Intergenic	B1_Mm|SINE|Alu	-8384	NR_153410	105171	Mm.423137	NM_001042591	ENSMUSG00000074794	Arrdc3	AI450344|mKIAA1376	arrestin domain containing 3	protein-coding
146	chr1	50950001	51000000	+	0	NA	intron (NM_019790, intron 4 of 9)	MTA_Mm|LTR|ERVL-MaLR	47477	NM_019790	56363	Mm.245154	NM_019790	ENSMUSG00000026109	Tmeff2	4832418D20Rik|7630402F16Rik|TR-2	transmembrane protein with EGF-like and two follistatin-like domains 2	protein-coding
852	chr11	83550001	83600000	+	0	NA	3' UTR (NM_011338, exon 4 of 4)	3' UTR (NM_011338, exon 4 of 4)	3636	NM_011338	20308	Mm.416125	NM_011338	ENSMUSG00000019122	Ccl9	CCF18|MRP-2|Scya10|Scya9	chemokine (C-C motif) ligand 9	protein-coding
226	chr1	151400001	151450000	+	0	NA	intron (NM_025819, intron 1 of 19)	RCHARR1|DNA|hAT-Charlie	3435	NM_025819	66875	Mm.290905	NM_025819	ENSMUSG00000052748	Swt1	1200016B10Rik|C1orf26	SWT1 RNA endoribonuclease homolog (S. cerevisiae)	protein-coding
1702	chr7	122200001	122250000	+	0	NA	Intergenic	Intergenic	5504	NM_027363	70261	Mm.96997	NM_027363	ENSMUSG00000030865	Chp2	2010110P09Rik|Cbhp2	calcineurin-like EF hand protein 2	protein-coding
1319	chr8	67950001	68000000	+	0	NA	promoter-TSS (NM_177698)	promoter-TSS (NM_177698)	-426	NM_177698	234353	Mm.32525	NM_027626	ENSMUSG00000030465	Psd3	4931420C21Rik|AI661273|BC003498|D430018P08|EFA6D	pleckstrin and Sec7 domain containing 3	protein-coding
290	chr18	34050001	34100000	+	0	NA	Intergenic	(TG)n|Simple_repeat|Simple_repeat	-67794	NM_013512	13824	Mm.3465	NM_013512	ENSMUSG00000024376	Epb41l4a	Epb4.1l4|Epb4.1l4a|NBL4	erythrocyte membrane protein band 4.1 like 4a	protein-coding
1086	chr13	103750001	103800000	+	0	NA	promoter-TSS (NM_001361085)	promoter-TSS (NM_001361085)	-392	NM_001361085	218543	Mm.458176	NM_172592	ENSMUSG00000032621	Srek1	8430401B01|AI450757|AI462342|SRrp508|SRrp86|Sfrs12|Srsf12	splicing regulatory glutamine/lysine-rich protein 1	protein-coding
1389	chr10	24600001	24650000	+	0	NA	Intergenic	Intergenic	-29197	NR_163910								
729	chrX	7450001	7500000	+	0	NA	Intergenic	Intergenic	-52012	NR_027924	68355	Mm.45111	NR_027924		2010204K13Rik	0610010M13Rik|Cip7	RIKEN cDNA 2010204K13 gene	ncRNA
471	chr16	59450001	59500000	+	0	NA	intron (NM_025910, intron 1 of 9)	intron (NM_025910, intron 1 of 9)	3225	NM_025910	67014	Mm.289150	NM_025910	ENSMUSG00000022724	Riox2	1810047J07Rik|2410057H13Rik|3830408E23Rik|AI449204|Mina	ribosomal oxygenase 2	protein-coding
142	chr1	43250001	43300000	+	0	NA	Intergenic	L1_Rod|LINE|L1	-78239	NM_001289533	14200	Mm.6799	NM_010212	ENSMUSG00000008136	Fhl2	FHL-2|SLIM-3|SLIM3	four and a half LIM domains 2	protein-coding
1020	chr13	31750001	31800000	+	0	NA	Intergenic	Intergenic	-31646	NM_008592	17300	Mm.12949	NM_008592	ENSMUSG00000050295	Foxc1	FREAC3|Fkh1|Mf1|Mf4|ch|fkh-1|frkhda	forkhead box C1	protein-coding
84	chr17	50800001	50850000	+	0	NA	intron (NM_028162, intron 15 of 21)	intron (NM_028162, intron 15 of 21)	126319	NM_001297747	12228	Mm.392910	NM_009770	ENSMUSG00000022863	Btg3	ANA|tob5	B cell translocation gene 3	protein-coding
374	chr15	59350001	59400000	+	0	NA	promoter-TSS (NM_153548)	promoter-TSS (NM_153548)	802	NM_001164604	68501	Mm.27762	NM_026746	ENSMUSG00000059586	Nsmce2	1110014D18Rik|AI661537	NSE2/MMS21 homolog, SMC5-SMC6 complex SUMO ligase	protein-coding
443	chr16	33800001	33850000	+	0	NA	Intergenic	B1_Mm|SINE|Alu	-4665	NM_010580	16419	Mm.6424	NM_010580	ENSMUSG00000022817	Itgb5	AA475909|AI874634|ESTM23|[b]-5|[b]5|[b]5A|[b]5B|beta-5|beta5	integrin beta 5	protein-coding
1023	chr13	33250001	33300000	+	0	NA	Intergenic	L1MB5|LINE|L1	25392	NM_011456	20710	Mm.379809	NM_011456	ENSMUSG00000062342	Serpinb9e	AW540195|NK26|Spi14|ovalbumin	serine (or cysteine) peptidase inhibitor, clade B, member 9e	protein-coding
1787	chr4	129750001	129800000	+	0	NA	Intergenic	(TTTA)n|Simple_repeat|Simple_repeat	-32697	NM_011317	20218	Mm.8256	NM_011317	ENSMUSG00000028790	Khdrbs1	Sam68|p62|p68	KH domain containing, RNA binding, signal transduction associated 1	protein-coding
1686	chr7	103250001	103300000	+	0	NA	Intergenic	RLTR13A3|LTR|ERVK	-22495	NM_001001559	384701	Mm.389967	NM_001001559	ENSMUSG00000057321	Usp17ld	Dub2a|Dub4	ubiquitin specific peptidase 17-like D	protein-coding
1911	chr5	142350001	142400000	+	0	NA	Intergenic	Lx8|LINE|L1	-26497	NM_199068	17425	Mm.24214	NM_010812	ENSMUSG00000056493	Foxk1	A630048H08Rik|AI463295|Gm10868|Mnf	forkhead box K1	protein-coding
572	chr12	113200001	113250000	+	0	NA	Intergenic	Intergenic	39097	NM_153776	69195	Mm.313244	NM_153776	ENSMUSG00000049036	Tmem121	2410008J05Rik|Hole	transmembrane protein 121	protein-coding
1340	chr8	104200001	104250000	+	0	NA	Intergenic	Intergenic	23558	NM_021028	57813	Mm.183110	NM_021028	ENSMUSG00000035824	Tk2	AU024611|mt-TK	thymidine kinase 2, mitochondrial	protein-coding
682	chr2	146600001	146650000	+	0	NA	Intergenic	PB1|SINE|Alu	82069	NR_040502	74065	Mm.399508	NR_040502	ENSMUSG00000085796	4933406D12Rik	-	RIKEN cDNA 4933406D12 gene	ncRNA
1814	chr5	3300001	3350000	+	0	NA	Intergenic	Intergenic	-18893	NM_009873	12571	Mm.31672	NM_009873	ENSMUSG00000040274	Cdk6	AI504062|Crk2	cyclin-dependent kinase 6	protein-coding
699	chr2	164050001	164100000	+	0	NA	intron (NM_021420, intron 1 of 10)	intron (NM_021420, intron 1 of 10)	862	NM_021420	58231	Mm.234472	NM_021420	ENSMUSG00000018209	Stk4	AI447339|AU020804|Kas-2|Mst1|Ysk3	serine/threonine kinase 4	protein-coding
979	chr9	107750001	107800000	+	0	NA	intron (NM_029169, intron 19 of 20)	intron (NM_029169, intron 19 of 20)	-3998	NM_001359525	83486	Mm.259197	NM_148930	ENSMUSG00000032580	Rbm5	D030069N10Rik	RNA binding motif protein 5	protein-coding
1212	chr3	62450001	62500000	+	0	NA	intron (NM_028136, intron 20 of 24)	intron (NM_028136, intron 20 of 24)	31988	NM_028136	72162	Mm.224233	NM_028136	ENSMUSG00000027770	Dhx36	2810407E23Rik|AI452301|AU022184|Ddx36|mKIAA1488	DEAH (Asp-Glu-Ala-His) box polypeptide 36	protein-coding
662	chr2	101900001	101950000	+	0	NA	Intergenic	ORR1F|LTR|ERVL-MaLR	38738	NM_029635	76501	Mm.330424	NM_029635	ENSMUSG00000027163	Commd9	1810029F08Rik|AA409293	COMM domain containing 9	protein-coding
792	chrX	154000001	154050000	+	0	NA	intron (NM_001243016, intron 2 of 2).2	L1Md_F2|LINE|L1	8827	NM_001201358	667256	Mm.46855	NM_001201358	ENSMUSG00000094577	4921511M17Rik	-	RIKEN cDNA 4921511M17 gene	protein-coding
236	chr1	156700001	156750000	+	0	NA	Intergenic	Intergenic	-6090	NM_145413	215015	Mm.229107	NM_145413	ENSMUSG00000033557	Fam20b	C530043G21Rik|mKIAA0475	family with sequence similarity 20, member B	protein-coding
1616	chr7	11400001	11450000	+	0	NA	Intergenic	MMETn-int|LTR|ERVK	27085	NM_001110316	665902	Mm.425380	NM_001110316	ENSMUSG00000070828	Zscan4f	C330039H09Rik	zinc finger and SCAN domain containing 4F	protein-coding
1451	chr10	95000001	95050000	+	0	NA	Intergenic	Intergenic	-80155	NM_018797	54712	Mm.256712	NM_018797	ENSMUSG00000074785	Plxnc1	2510048K12Rik|AW742158|CD232|Vespr	plexin C1	protein-coding
507	chr12	20550001	20600000	+	0	NA	Intergenic	RLTR45|LTR|ERVK	240779	NR_015521	69513	Mm.273972	NR_015521	ENSMUSG00000099759	1700030C10Rik	-	RIKEN cDNA 1700030C10 gene	ncRNA
1361	chr8	128500001	128550000	+	0	NA	Intergenic	Intergenic	-160654	NM_010578	16412	Mm.263396	NM_010578	ENSMUSG00000025809	Itgb1	4633401G24Rik|AA409975|AA960159|CD29|Fnrb|Gm9863|gpIIa	integrin beta 1 (fibronectin receptor beta)	protein-coding
1712	chr7	135500001	135550000	+	0	NA	intron (NM_178669, intron 1 of 2)	MTE2b|LTR|ERVL-MaLR	3654	NM_178669	212070	Mm.39721	NM_178669	ENSMUSG00000050866	Clrn3	AI649392|Tmem12	clarin 3	protein-coding
850	chr11	80900001	80950000	+	0	NA	intron (NM_001034013, intron 3 of 9)	intron (NM_001034013, intron 3 of 9)	66611	NM_029367	75622	Mm.26988	NM_029367	ENSMUSG00000053184	Spaca3	1700025M08Rik|ALLP17|Lyc3|SLLP1|mSLLP1	sperm acrosome associated 3	protein-coding
1035	chr13	41650001	41700000	+	0	NA	Intergenic	Intergenic	69118	NM_001163572	621976	Mm.259830	NM_001163572	ENSMUSG00000087370	Tmem170b	EG621976	transmembrane protein 170B	protein-coding
1293	chr8	11600001	11650000	+	0	NA	intron (NM_001281975, intron 3 of 6)	intron (NM_001281975, intron 3 of 6)	10036	NR_030781	102334	Mm.12459	NM_133971	ENSMUSG00000031508	Ankrd10	4833425P12Rik|AW549277	ankyrin repeat domain 10	protein-coding
661	chr2	101650001	101700000	+	0	NA	Intergenic	Intergenic	-3420	NM_009424	22034	Mm.292729	NM_009424	ENSMUSG00000027164	Traf6	2310003F17Rik|AI851288|C630032O20Rik	TNF receptor-associated factor 6	protein-coding
1774	chr4	109450001	109500000	+	0	NA	intron (NM_013876, intron 1 of 2)	intron (NM_013876, intron 1 of 2)	1505	NM_013876	29864	Mm.392580	NM_013876	ENSMUSG00000028557	Rnf11	-	ring finger protein 11	protein-coding
423	chr16	20300001	20350000	+	0	NA	intron (NM_183158, intron 1 of 8)	Lx7|LINE|L1	404	NM_183158	224044	Mm.276400	NM_183158	ENSMUSG00000022818	Cyp2ab1	EG224044|F730023N20	cytochrome P450, family 2, subfamily ab, polypeptide 1	protein-coding
1343	chr8	105300001	105350000	+	0	NA	intron (NM_177449, intron 1 of 4)	intron (NM_177449, intron 1 of 4)	1268	NM_001368409	234684	Mm.381717	NM_177449	ENSMUSG00000041679	Lrrc29	A630024J02Rik|FBL9|FBXL9	leucine rich repeat containing 29	protein-coding
2	chr19	4700001	4750000	+	0	NA	intron (NM_021287, intron 4 of 36)	B3|SINE|B2	13792	NM_021287	20743	Mm.329668	NM_021287	ENSMUSG00000067889	Sptbn2	Spnb3	spectrin beta, non-erythrocytic 2	protein-coding
1336	chr8	90800001	90850000	+	0	NA	Intergenic	Intergenic	-3835	NM_177224	109151	Mm.100615	NM_177224	ENSMUSG00000056608	Chd9	1810014J18Rik|9030205D12Rik|A330063D19Rik|AD013|PRIC320|mKIAA0308	chromodomain helicase DNA binding protein 9	protein-coding
1738	chr4	40100001	40150000	+	0	NA	Intergenic	Lx7|LINE|L1	-18265	NM_007386	11428	Mm.331547	NM_007386	ENSMUSG00000028405	Aco1	Aco-1|Irebp|Irp1	aconitase 1	protein-coding
1742	chr4	43000001	43050000	+	0	NA	exon (NM_001305387, exon 2 of 11)	exon (NM_001305387, exon 2 of 11)	774	NM_020035	56703	Mm.143738	NM_020035	ENSMUSG00000028454	Pigo	PIG-O	phosphatidylinositol glycan anchor biosynthesis, class O	protein-coding
275	chr18	5150001	5200000	+	0	NA	Intergenic	RMER1B|Other|Other	-9269	NR_153824	102637682	Mm.451914	NR_153824		Gm26682	Gm38715	predicted gene, 26682	ncRNA
1685	chr7	102250001	102300000	+	0	NA	intron (NM_009287, intron 1 of 11)	intron (NM_009287, intron 1 of 11)	7181	NM_009287	20866	Mm.645	NM_009287	ENSMUSG00000030987	Stim1	SIM	stromal interaction molecule 1	protein-coding
70	chr17	32300001	32350000	+	0	NA	intron (NM_017476, intron 12 of 13)	intron (NM_017476, intron 12 of 13)	-3762	NM_019774	56399	Mm.328945	NM_019774	ENSMUSG00000024045	Akap8	1200016A02Rik|AA673585|AKAP-8|AKAP95|AU015639	A kinase (PRKA) anchor protein 8	protein-coding
1157	chr14	70800001	70850000	+	0	NA	Intergenic	ORR1F|LTR|ERVL-MaLR	-27933	NR_045939	73648	Mm.410851	NR_045939	ENSMUSG00000099528	2410012E07Rik	-	RIKEN cDNA 2410012E07 gene	ncRNA
337	chr15	3250001	3300000	+	0	NA	intron (NM_001042613, intron 2 of 4)	intron (NM_001042613, intron 2 of 4)	4023	NM_009155	20363	Mm.392203	NM_009155	ENSMUSG00000064373	Selenop	AU018766|D15Ucla1|Se-P|Sepp1|selp	selenoprotein P	protein-coding
856	chr11	87200001	87250000	+	0	NA	intron (NM_001363025, intron 24 of 24)	intron (NM_001363025, intron 24 of 24)	97925	NM_001363025	68729	Mm.17436	NM_197987	ENSMUSG00000018548	Trim37	1110032A10Rik|2810004E07Rik|AI848587|AU043018|MUL|TEF3	tripartite motif-containing 37	protein-coding
