	chr1	s1	e1	chr2	s2	e2	Interaction_score	Annotation_1	Detailed_Annotation_1	Distance_to_TSS_1	Nearest_PromoterID_1	Entrez_ID_1	Nearest_Unigene_1	Nearest_Refseq_1	Nearest_Ensembl_1	Gene_Name_1	Gene_Alias_1	Gene_Description_1	Gene_Type_1	Annotation_2	Detailed_Annotation_2	Distance_to_TSS_2	Nearest_PromoterID_2	Entrez_ID_2	Nearest_Unigene_2	Nearest_Refseq_2	Nearest_Ensembl_2	Gene_Name_2	Gene_Alias_2	Gene_Description_2	Gene_Type_2	TSS_1	TSS_2
503	chr12	19350000	19400000	chr12	20950000	21000000		Intergenic	Intergenic	860490	NM_001201330	236366.0	Mm.352227	NM_001033157	ENSMUSG00000073197	5730507C01Rik	-	RIKEN cDNA 5730507C01 gene	protein-coding	Intergenic	Intergenic	-136756	NM_001004364	211914.0	Mm.358946	NM_001004364	ENSMUSG00000052632	Asap2	6530401G17Rik|Ddef2|Gm1523|Gm592|PAG3|PAP	ArfGAP with SH3 domain, ankyrin repeat and PH domain 2	protein-coding	172.0	-27.0
504	chr12	19500000	19550000	chr12	20100000	20150000		Intergenic	Intergenic	1010490	NM_001201330	236366.0	Mm.352227	NM_001033157	ENSMUSG00000073197	5730507C01Rik	-	RIKEN cDNA 5730507C01 gene	protein-coding	Intergenic	MMERGLN-int|LTR|ERV1	690779	NR_015521	69513.0	Mm.273972	NR_015521	ENSMUSG00000099759	1700030C10Rik	-	RIKEN cDNA 1700030C10 gene	ncRNA	202.0	138.0
505	chr12	19950000	20000000	chr12	20500000	20550000		Intergenic	MurSatRep1|Unknown|Unknown	840779	NR_015521	69513.0	Mm.273972	NR_015521	ENSMUSG00000099759	1700030C10Rik	-	RIKEN cDNA 1700030C10 gene	ncRNA	Intergenic	RLTR11A2|LTR|ERVK	290779	NR_015521	69513.0	Mm.273972	NR_015521	ENSMUSG00000099759	1700030C10Rik	-	RIKEN cDNA 1700030C10 gene	ncRNA	168.0	58.0
506	chr12	20350000	20400000	chr12	21800000	21850000		Intergenic	MMETn-int|LTR|ERVK	440779	NR_015521	69513.0	Mm.273972	NR_015521	ENSMUSG00000099759	1700030C10Rik	-	RIKEN cDNA 1700030C10 gene	ncRNA	Intergenic	RLTRETN_Mm|LTR|ERVK	331646	NR_136920	100043416.0		NM_001004167	ENSMUSG00000093846	Gm4425	EG432637|Gm5433	KRAB-domain protein pseudogene	pseudo	88.0	66.0
507	chr12	20550000	20600000	chr12	20950000	21000000		Intergenic	RLTR45|LTR|ERVK	240779	NR_015521	69513.0	Mm.273972	NR_015521	ENSMUSG00000099759	1700030C10Rik	-	RIKEN cDNA 1700030C10 gene	ncRNA	Intergenic	Intergenic	-136756	NM_001004364	211914.0	Mm.358946	NM_001004364	ENSMUSG00000052632	Asap2	6530401G17Rik|Ddef2|Gm1523|Gm592|PAG3|PAP	ArfGAP with SH3 domain, ankyrin repeat and PH domain 2	protein-coding	48.0	-27.0
508	chr12	20600000	20650000	chr12	22450000	22500000		Intergenic	RMER17D|LTR|ERVK	190779	NR_015521	69513.0	Mm.273972	NR_015521	ENSMUSG00000099759	1700030C10Rik	-	RIKEN cDNA 1700030C10 gene	ncRNA	Intergenic	RLTR6-int|LTR|ERV1	-318354	NR_136920	100043416.0		NM_001004167	ENSMUSG00000093846	Gm4425	EG432637|Gm5433	KRAB-domain protein pseudogene	pseudo	38.0	-64.0
509	chr12	22150000	22200000	chr12	23300000	23350000		Intergenic	ORR1D2|LTR|ERVL-MaLR	-18354	NR_136920	100043416.0		NM_001004167	ENSMUSG00000093846	Gm4425	EG432637|Gm5433	KRAB-domain protein pseudogene	pseudo	Intergenic	Intergenic	-314757	NR_015504	69732.0	Mm.391403	NM_028362	ENSMUSG00000073164	2410018L13Rik	2810480C08Rik	RIKEN cDNA 2410018L13 gene	ncRNA	-4.0	-63.0
510	chr12	22650000	22700000	chr12	24000000	24050000		Intergenic	IAP-d-int|LTR|ERVK	335243	NR_015504	69732.0	Mm.391403	NM_028362	ENSMUSG00000073164	2410018L13Rik	2810480C08Rik	RIKEN cDNA 2410018L13 gene	ncRNA	Intergenic	Intergenic	72269	NM_001256489	66808.0	Mm.379124	NM_001256489	ENSMUSG00000073158	9030624G23Rik	-	RIKEN cDNA 9030624G23 gene	protein-coding	67.0	14.0
511	chr12	23650000	23700000	chr12	23800000	23850000		Intergenic	Intergenic	422269	NM_001256489	66808.0	Mm.379124	NM_001256489	ENSMUSG00000073158	9030624G23Rik	-	RIKEN cDNA 9030624G23 gene	protein-coding	Intergenic	Intergenic	272269	NM_001256489	66808.0	Mm.379124	NM_001256489	ENSMUSG00000073158	9030624G23Rik	-	RIKEN cDNA 9030624G23 gene	protein-coding	84.0	54.0
512	chr12	24450000	24500000	chr12	24600000	24650000		Intergenic	L1Md_T|LINE|L1	-23581	NM_020614	21340.0	Mm.39082	NM_020614	ENSMUSG00000059669	Taf1b	4930408G01Rik|A230108M10Rik|TAFI68|Tafi86|p63	TATA-box binding protein associated factor, RNA polymerase I, B	protein-coding	Intergenic	B4A|SINE|B4	-26371	NM_178357	194655.0	Mm.9616	NM_178357	ENSMUSG00000020653	Klf11	9830142A17|D12Ertd427e|Tieg2|Tieg2b|Tieg3	Kruppel-like factor 11	protein-coding	-5.0	-5.0
513	chr12	24700000	24750000	chr12	24950000	25000000		Intergenic	RLTR10|LTR|ERVK	16746	NM_009104	20135.0	Mm.99	NM_009104	ENSMUSG00000020649	Rrm2	AA407299|R2	ribonucleotide reductase M2	protein-coding	promoter-TSS (NM_001081378)	promoter-TSS (NM_001081378)	68	NM_001081378	77480.0	Mm.250641	NM_001081378	ENSMUSG00000036333	Kidins220	3110039L19Rik|AI194387|AI316525|C330002I19Rik|mKIAA1250	kinase D-interacting substrate 220	protein-coding	3.0	0.0
514	chr12	25050000	25100000	chr12	26200000	26250000		Intergenic	Intergenic	21092	NM_010496	15902.0	Mm.34871	NM_010496	ENSMUSG00000020644	Id2	AI255428|C78922|Idb2|bHLHb26	inhibitor of DNA binding 2	protein-coding	intron (NR_046278, intron 2 of 2)	intron (NR_046278, intron 2 of 2)	13733	NR_046278	74930.0	Mm.398932	NR_046278	ENSMUSG00000113115	4930480M12Rik	-	RIKEN cDNA 4930480M12 gene	ncRNA	4.0	3.0
515	chr12	25100000	25150000	chr12	25350000	25400000		Intergenic	Intergenic	-4174	NR_045844	432641.0	Mm.112955	NR_045844		Gm17746	-	predicted gene, 17746	ncRNA	Intergenic	Intergenic	245826	NR_045844	432641.0	Mm.112955	NR_045844		Gm17746	-	predicted gene, 17746	ncRNA	-1.0	49.0
516	chr12	31500000	31550000	chr12	32250000	32300000		intron (NM_011867, intron 19 of 20)	B4A|SINE|B4	-25384	NM_134048	104836.0	Mm.273270	NM_134048	ENSMUSG00000020659	Cbll1	AI467391|Hakai|c-Cbl-like	Casitas B-lineage lymphoma-like 1	protein-coding	Intergenic	Intergenic	-66341	NR_157094	30955.0	Mm.101369	NM_020272	ENSMUSG00000020573	Pik3cg	5830428L06Rik|PI3Kgamma|p110gamma|p120-PI3K	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit gamma	protein-coding	-5.0	-13.0
517	chr12	31950000	32000000	chr12	32200000	32250000		intron (NM_001364408, intron 5 of 10)	intron (NM_001364408, intron 5 of 10)	-24755	NM_177993	73389.0	Mm.390461	NM_153198	ENSMUSG00000002996	Hbp1	1700058O05Rik|BE629963|C330012F01Rik|C86454	high mobility group box transcription factor 1	protein-coding	Intergenic	Intergenic	-16341	NR_157094	30955.0	Mm.101369	NM_020272	ENSMUSG00000020573	Pik3cg	5830428L06Rik|PI3Kgamma|p110gamma|p120-PI3K	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit gamma	protein-coding	-5.0	-3.0
518	chr12	33000000	33050000	chr12	33250000	33300000		Intergenic	MLT1K|LTR|ERVL-MaLR	67875	NM_001024478	68764.0	Mm.60083	NM_001024478	ENSMUSG00000035860	Cdhr3	1110049B09Rik|BB172694|Cdh28	cadherin-related family member 3	protein-coding	Intergenic	Intergenic	-27515	NM_001033436	380753.0	Mm.41540	NM_028139	ENSMUSG00000020564	Atxn7l1	2810423G08Rik|Atxn7l4	ataxin 7-like 1	protein-coding	14.0	-6.0
519	chr12	33350000	33400000	chr12	35150000	35200000		intron (NR_131031, intron 2 of 3)	AT_rich|Low_complexity|Low_complexity	19760	NR_131031	75836.0	Mm.410807	NR_131031	ENSMUSG00000085664	Atxn7l1os2	4930556N08Rik	ataxin 7-like 1, opposite strand 2	ncRNA	Intergenic	B3|SINE|B2	19897	NR_030449	751520.0		NR_030449	ENSMUSG00000076253	Mir680-3	Mirn680-3	microRNA 680-3	ncRNA	4.0	4.0
520	chr12	35500000	35550000	chr12	35750000	35800000		intron (NM_013464, intron 2 of 10)	intron (NM_013464, intron 2 of 10)	9989	NM_001314027	11622.0	Mm.341377	NM_013464	ENSMUSG00000019256	Ahr	Ah|Ahh|Ahre|In|bHLHe76	aryl-hydrocarbon receptor	protein-coding	Intergenic	Intergenic	-79882	NR_045050	71581.0	Mm.100110	NR_045050	ENSMUSG00000113985	9130015A21Rik	100043575|Gm4527	RIKEN cDNA 9130015A21 gene	ncRNA	2.0	-16.0
521	chr12	38100000	38150000	chr12	39450000	39500000		intron (NM_178681, intron 7 of 24)	intron (NM_178681, intron 7 of 24)	244483	NM_178681	217480.0	Mm.126525	NM_178681	ENSMUSG00000036095	Dgkb	6430574F24|90kda|C630029D13Rik|DAGK2|DGK|DGK-beta|mKIAA0718	diacylglycerol kinase, beta	protein-coding	Intergenic	MLTR11A|LTR|ERVK	562376	NM_007487	11861.0	Mm.12723	NM_007487	ENSMUSG00000047446	Arl4a	AI467555|Arl4	ADP-ribosylation factor-like 4A	protein-coding	49.0	112.0
522	chr12	39500000	39550000	chr12	40150000	40200000		Intergenic	RMER13A1|LTR|ERVK	512376	NM_007487	11861.0	Mm.12723	NM_007487	ENSMUSG00000047446	Arl4a	AI467555|Arl4	ADP-ribosylation factor-like 4A	protein-coding	Intergenic	RLTR51A_Mm|LTR|ERVK?	24315	NM_001033437	380755.0	Mm.390463	NM_001033437	ENSMUSG00000071342	Lsmem1	Gm889	leucine-rich single-pass membrane protein 1	protein-coding	102.0	5.0
523	chr12	40250000	40300000	chr12	40650000	40700000		Intergenic	Intergenic	51636	NR_045157	629820.0	Mm.435540	NR_045157	ENSMUSG00000035983	Gm7008	EG629820	predicted gene 7008	ncRNA	intron (NM_172803, intron 11 of 52)	intron (NM_172803, intron 11 of 52)	228947	NM_172803	238130.0	Mm.341423	NM_172803	ENSMUSG00000035954	Dock4	5330406C03|6330411N01Rik|AF263288|C030023J22|mKIAA0716	dedicator of cytokinesis 4	protein-coding	10.0	46.0
524	chr12	52000000	52050000	chr12	52800000	52850000		intron (NM_008159, intron 1 of 1)	ID_B1|SINE|B4	3063	NM_008159	14762.0	Mm.12890	NM_008159	ENSMUSG00000035148	Gpr33	-	G protein-coupled receptor 33	protein-coding	intron (NM_198111, intron 2 of 13)	intron (NM_198111, intron 2 of 13)	125617	NM_198111	238161.0	Mm.310822	NM_198111	ENSMUSG00000061603	Akap6	AI482140|Akapalpha|Akapbeta|PRKA	A kinase (PRKA) anchor protein 6	protein-coding	1.0	25.0
525	chr12	52450000	52500000	chr12	52800000	52850000		TTS (NR_136881)	TTS (NR_136881)	5609	NR_136881	102638611.0	Mm.363799	NR_136881	ENSMUSG00000111982	Gm35135	-	predicted gene, 35135	ncRNA	intron (NM_198111, intron 2 of 13)	intron (NM_198111, intron 2 of 13)	125617	NM_198111	238161.0	Mm.310822	NM_198111	ENSMUSG00000061603	Akap6	AI482140|Akapalpha|Akapbeta|PRKA	A kinase (PRKA) anchor protein 6	protein-coding	1.0	25.0
526	chr12	52900000	52950000	chr12	54550000	54600000		intron (NM_198111, intron 5 of 13)	L1_Mus3|LINE|L1	225617	NM_198111	238161.0	Mm.310822	NM_198111	ENSMUSG00000061603	Akap6	AI482140|Akapalpha|Akapbeta|PRKA	A kinase (PRKA) anchor protein 6	protein-coding	Intergenic	L1Md_F2|LINE|L1	71012	NR_035439	100316682.0		NR_035439	ENSMUSG00000106344	Mir1892	Mirn1892|mir-1892|mmu-mir-1892	microRNA 1892	ncRNA	45.0	14.0
527	chr12	54100000	54150000	chr12	54450000	54500000		Intergenic	Intergenic	78874	NM_028133	112407.0	Mm.133037	NM_028133	ENSMUSG00000035105	Egln3	2610021G09Rik|AI505553|AI648162|Hif-p4h-3|Phd3|SM-20	egl-9 family hypoxia-inducible factor 3	protein-coding	Intergenic	B2_Mm2|SINE|B2	-83682	NR_033689	665239.0	Mm.26856	NR_033689		Gm7550	EG665239|Gm666	predicted gene 7550	ncRNA	16.0	-17.0
528	chr12	55100000	55150000	chr12	55250000	55300000		intron (NM_028527, intron 1 of 4)	intron (NM_028527, intron 1 of 4)	472	NM_028527	73385.0	Mm.439875	NM_028527	ENSMUSG00000095595	Fam177a	1700047I17Rik|1700047I17Rik1|C14orf24|D730001C10Rik|Fam177a1	family with sequence similarity 177, member A	protein-coding	Intergenic	Intergenic	-27637	NM_025373	66132.0	Mm.383213	NM_025373	ENSMUSG00000021023	Prorp	1110008L16Rik|Kiaa0391|Mrpp3|mKIAA0391	protein only RNase P catalytic subunit	protein-coding	0.0	-6.0
529	chr12	57250000	57300000	chr12	58900000	58950000		intron (NM_001164370, intron 1 of 9)	intron (NM_001164370, intron 1 of 9)	44575	NM_001164370	73490.0	Mm.268180	NM_001164370	ENSMUSG00000047022	Mipol1	1700081O04Rik|6030439O22Rik|AU021838|AW536152|D12Ertd19e	mirror-image polydactyly 1	protein-coding	Intergenic	ID4_|SINE|ID	87017	NM_009147	20334.0	Mm.491137	NM_009147	ENSMUSG00000020986	Sec23a	Msec23|Sec23r	SEC23 homolog A, COPII coat complex component	protein-coding	9.0	17.0
530	chr12	59050000	59100000	chr12	59100000	59150000		TTS (NM_008891)	TTS (NM_008891)	8081	NM_008891	18949.0	Mm.22347	NM_008891	ENSMUSG00000020994	Pnn	AU045199|D12Ertd512e	pinin	protein-coding	intron (NM_001368839, intron 6 of 29)	B3A|SINE|B2	-4748	NM_001165254	338320.0	Mm.213215	NM_146034	ENSMUSG00000021000	Mia2	Ctage5|D12Bwg0579e|Mea6|Mgea|Mgea6	MIA SH3 domain ER export factor 2	protein-coding	2.0	-1.0
531	chr12	69150000	69200000	chr12	70950000	71000000		exon (NM_001081406, exon 3 of 4)	exon (NM_001081406, exon 3 of 4)	6186	NM_001081406	69706.0	Mm.28847	NM_001081406	ENSMUSG00000034883	Lrr1	2410005L11Rik|AU021780|LRR-1|Ppil5	leucine rich repeat protein 1	protein-coding	intron (NM_001310596, intron 1 of 10)	CpG	377	NM_001310596	19167.0	Mm.296338	NM_011184	ENSMUSG00000060073	Psma3	Lmpc8	proteasome (prosome, macropain) subunit, alpha type 3	protein-coding	1.0	0.0
532	chr12	70100000	70150000	chr12	70950000	71000000		Intergenic	Intergenic	-12965	NM_001286080	18080.0	Mm.244047	NM_008697	ENSMUSG00000021068	Nin	3110068G20Rik|AI385615|AU024711|mKIAA1565	ninein	protein-coding	intron (NM_001310596, intron 1 of 10)	CpG	377	NM_001310596	19167.0	Mm.296338	NM_011184	ENSMUSG00000060073	Psma3	Lmpc8	proteasome (prosome, macropain) subunit, alpha type 3	protein-coding	-3.0	0.0
533	chr12	70450000	70500000	chr12	70900000	70950000		intron (NR_037248, intron 2 of 4)	intron (NR_037248, intron 2 of 4)	21846	NM_028339	72736.0	Mm.204670	NM_028339	ENSMUSG00000021072	Tmx1	2810425A04Rik|Txndc1	thioredoxin-related transmembrane protein 1	protein-coding	Intergenic	IAPLTR1a_Mm|LTR|ERVK	-12857	NM_019785	56444.0	Mm.29317	NM_019785	ENSMUSG00000021076	Actr10	Actr11|Arp11	ARP10 actin-related protein 10	protein-coding	4.0	-3.0
534	chr12	70950000	71000000	chr12	71000000	71050000		intron (NM_001310596, intron 1 of 10)	CpG	377	NM_001310595	19167.0	Mm.296338	NM_011184	ENSMUSG00000060073	Psma3	Lmpc8	proteasome (prosome, macropain) subunit, alpha type 3	protein-coding	intron (NM_001081195, intron 5 of 23)	intron (NM_001081195, intron 5 of 23)	9033	NM_001081195	238247.0	Mm.241601	NM_001081195	ENSMUSG00000048118	Arid4a	A630009N03|A630067N03Rik|Rbbp1	AT rich interactive domain 4A (RBP1-like)	protein-coding	0.0	2.0
535	chr12	71750000	71800000	chr12	72000000	72050000		Intergenic	Intergenic	-56068	NM_026102	208846.0	Mm.87417	NM_026102	ENSMUSG00000034574	Daam1	-	dishevelled associated activator of morphogenesis 1	protein-coding	Intergenic	Intergenic	46101	NM_181752	238252.0	Mm.390508	NM_181752	ENSMUSG00000043398	Gpr135	PAFR	G protein-coupled receptor 135	protein-coding	-11.0	9.0
536	chr12	72800000	72850000	chr12	72950000	73000000		Intergenic	Intergenic	63789	NM_008910	19042.0	Mm.261045	NM_008910	ENSMUSG00000021096	Ppm1a	2310003C21Rik|2900017D14Rik|AI427932|AU017636|MMPa-2|MPPa-1	protein phosphatase 1A, magnesium dependent, alpha isoform	protein-coding	Intergenic	RSINE1|SINE|B4	35118	NM_011384	20476.0	Mm.57138	NM_011384	ENSMUSG00000021099	Six6	Optx2|Six9	sine oculis-related homeobox 6	protein-coding	13.0	7.0
537	chr12	73000000	73050000	chr12	73500000	73550000		Intergenic	B2_Mm2|SINE|B2	-20885	NR_162772	114482235.0		NR_162772		Mir9718	mmu-mir-9718	microRNA mir-9718	ncRNA	Intergenic	Intergenic	21395	NM_178715	238257.0	Mm.251196	NM_178715	ENSMUSG00000034435	Tmem30b	9130011B11Rik	transmembrane protein 30B	protein-coding	-4.0	4.0
538	chr12	73000000	73050000	chr12	74000000	74050000		Intergenic	B2_Mm2|SINE|B2	-20885	NR_162772	114482235.0		NR_162772		Mir9718	mmu-mir-9718	microRNA mir-9718	ncRNA	intron (NM_172804, intron 1 of 6)	intron (NM_172804, intron 1 of 6)	27223	NM_172804	238266.0	Mm.311393	NM_172804	ENSMUSG00000044912	Syt16	Strep14|Syt14l|syt14r	synaptotagmin XVI	protein-coding	-4.0	5.0
539	chr12	73600000	73650000	chr12	73650000	73700000		intron (NM_001313977, intron 2 of 14)	Lx9|LINE|L1	40204	NM_001313977	18755.0	Mm.341677	NM_008856	ENSMUSG00000021108	Prkch	Pkch	protein kinase C, eta	protein-coding	intron (NM_008856, intron 2 of 13)	intron (NM_008856, intron 2 of 13)	90204	NM_008856	18755.0	Mm.341677	NM_008856	ENSMUSG00000021108	Prkch	Pkch	protein kinase C, eta	protein-coding	8.0	18.0
540	chr12	74300000	74350000	chr12	75350000	75400000		Intergenic	Intergenic	27526	NM_198866	386753.0	Mm.341686	NM_198866		Dbpht2	Spot2	DNA binding protein with his-thr domain	protein-coding	intron (NM_023275, intron 1 of 4)	intron (NM_023275, intron 1 of 4)	41781	NM_175644	217674.0	Mm.252250	NM_175644	ENSMUSG00000048982	Gphb5	OGH|Zlut1	glycoprotein hormone beta 5	protein-coding	6.0	8.0
541	chr12	77000000	77050000	chr12	77650000	77700000		Intergenic	Intergenic	-62752	NM_001361664	17187.0	Mm.268548	NM_008558	ENSMUSG00000059436	Max	AA960152|AI875693|bHLHd4|bHLHd5|bHLHd6|bHLHd7|bHLHd8	Max protein	protein-coding	Intergenic	Intergenic	264859	NM_001252616	53618.0	Mm.35628	NM_016893	ENSMUSG00000021065	Fut8	-	fucosyltransferase 8	protein-coding	-13.0	53.0
542	chr12	77050000	77100000	chr12	77200000	77250000		Intergenic	MTE-int|LTR|ERVL-MaLR	-112752	NM_001361664	17187.0	Mm.268548	NM_008558	ENSMUSG00000059436	Max	AA960152|AI875693|bHLHd4|bHLHd5|bHLHd6|bHLHd7|bHLHd8	Max protein	protein-coding	Intergenic	Intergenic	-13104	NM_001252614	53618.0	Mm.35628	NM_016893	ENSMUSG00000021065	Fut8	-	fucosyltransferase 8	protein-coding	-23.0	-3.0
543	chr12	78200000	78250000	chr12	79050000	79100000		Intergenic	Intergenic	-1655	NM_145965	268566.0	Mm.341742	NM_145965	ENSMUSG00000047454	Gphn	5730552E08Rik|AI662856|BC027112|C230040D23|GPH|GPHRYN|geph	gephyrin	protein-coding	intron (NM_181073, intron 23 of 28)	intron (NM_181073, intron 23 of 28)	14670	NM_029988	110417.0	Mm.268317	NM_029988	ENSMUSG00000021120	Pigh	2210416H01Rik|A930028P05Rik	phosphatidylinositol glycan anchor biosynthesis, class H	protein-coding	-0.0	3.0
544	chr12	78850000	78900000	chr12	80600000	80650000		intron (NM_026114, intron 3 of 7)	B1_Mur4|SINE|Alu	12928	NM_026114	13665.0	Mm.196220	NM_026114	ENSMUSG00000021116	Eif2s1	0910001O23Rik|2410026C18Rik|35kDa|Eif2a|eIF2alpha	eukaryotic translation initiation factor 2, subunit 1 alpha	protein-coding	Intergenic	B1_Mm|SINE|Alu	19111	NM_001347409	13877.0	Mm.246551	NM_007951	ENSMUSG00000021131	Erh	Mer|Prei1	ERH mRNA splicing and mitosis factor	protein-coding	3.0	4.0
545	chr12	78900000	78950000	chr12	79050000	79100000		Intergenic	ID_B1|SINE|B4	-18062	NM_013738	27260.0	Mm.103380	NM_013738	ENSMUSG00000021118	Plek2	-	pleckstrin 2	protein-coding	intron (NM_181073, intron 23 of 28)	intron (NM_181073, intron 23 of 28)	14670	NM_029988	110417.0	Mm.268317	NM_029988	ENSMUSG00000021120	Pigh	2210416H01Rik|A930028P05Rik	phosphatidylinositol glycan anchor biosynthesis, class H	protein-coding	-4.0	3.0
546	chr12	79300000	79350000	chr12	80650000	80700000		exon (NM_001252562, exon 6 of 8)	exon (NM_001252562, exon 6 of 8)	27649	NM_001252562	19363.0	Mm.341756	NM_009014	ENSMUSG00000059060	Rad51b	AI553500|R51H2|Rad51l1|mREC2	RAD51 paralog B	protein-coding	intron (NM_026244, intron 4 of 6)	MTC|LTR|ERVL-MaLR	17466	NR_037995	68354.0	Mm.46194	NR_037995		Plekhd1os	0610009B14Rik	pleckstrin homology domain containing, family D (with coiled-coil domains) member 1, opposite strand	ncRNA	6.0	3.0
547	chr12	80150000	80200000	chr12	80350000	80400000		intron (NM_134156, intron 14 of 20)	ID_B1|SINE|B4	-42156	NR_033514	69548.0	Mm.269712	NR_033514		2310015A10Rik	5330419I17Rik	RIKEN cDNA 2310015A10 gene	ncRNA	intron (NM_001364324, intron 6 of 8)	PB1D11|SINE|Alu	16677	NR_037207	100526530.0		NR_037207	ENSMUSG00000105972	Mir1843a	Mir1843|mir-1843a|mmu-mir-1843|mmu-mir-1843a	microRNA 1843a	ncRNA	-8.0	3.0
548	chr12	80750000	80800000	chr12	80900000	80950000		Intergenic	Intergenic	-14285	NM_001008423	380768.0	Mm.29367	NM_001008423	ENSMUSG00000062961	Ccdc177	Gm1568	coiled-coil domain containing 177	protein-coding	promoter-TSS (NR_033786)	promoter-TSS (NR_033786)	-553	NR_033786	67340.0	Mm.386790	NR_033786	ENSMUSG00000101912	1700052I22Rik	-	RIKEN cDNA 1700052I22 gene	ncRNA	-3.0	-0.0
549	chr12	82000000	82050000	chr12	82450000	82500000		Intergenic	Intergenic	-145016	NM_001167983	217692.0	Mm.261333	NM_172579	ENSMUSG00000042700	Sipa1l1	4931426N11Rik|AW213287|Spar|mKIAA0440	signal-induced proliferation-associated 1 like 1	protein-coding	Intergenic	RMER4B|LTR|ERVK	-141925	NM_001310478	50779.0	Mm.126176	NM_015812	ENSMUSG00000021219	Rgs6	-	regulator of G-protein signaling 6	protein-coding	-29.0	-28.0
550	chr12	85300000	85350000	chr12	85650000	85700000		intron (NM_145138, intron 8 of 21)	B4A|SINE|B4	14362	NM_145138	217718.0	Mm.29071	NM_145138	ENSMUSG00000034290	Nek9	C130021H08Rik	NIMA (never in mitosis gene a)-related expressed kinase 9	protein-coding	Intergenic	Intergenic	-11720	NM_016767	53314.0	Mm.6672	NM_016767	ENSMUSG00000034266	Batf	B-ATF|SFA-2	basic leucine zipper transcription factor, ATF-like	protein-coding	3.0	-2.0
551	chr12	85900000	85950000	chr12	86050000	86100000		intron (NM_001364627, intron 22 of 31)	PB1D10|SINE|Alu	100080	NM_001364626	320244.0	Mm.132172	NM_177114	ENSMUSG00000012609	Ttll5	1700048H13Rik|2310009M18Rik|4930556H18Rik|AI428864|D630041K24Rik|R75373|Stamp|mKIAA0998	tubulin tyrosine ligase-like family, member 5	protein-coding	intron (NM_009368, intron 1 of 6)	intron (NM_009368, intron 1 of 6)	4041	NM_009368	21809.0	Mm.3992	NM_009368	ENSMUSG00000021253	Tgfb3	TGF-beta-3|Tgfb-3	transforming growth factor, beta 3	protein-coding	20.0	1.0
552	chr12	86750000	86800000	chr12	86900000	86950000		Intergenic	ORR1A2|LTR|ERVL-MaLR	40631	NM_001195767	627607.0	Mm.341880	NM_001195767	ENSMUSG00000059114	Lrrc74a	EG627607|Gm6772|Lrrc74	leucine rich repeat containing 74A	protein-coding	Intergenic	ID_B1|SINE|B4	-22041	NM_001289429	217732.0	Mm.22337	NM_173735	ENSMUSG00000034157	Cipc	2310044G17Rik|AI842544|AI853744	CLOCK interacting protein, circadian	protein-coding	8.0	-4.0
553	chr12	88400000	88450000	chr12	89350000	89400000		intron (NM_001361601, intron 3 of 8)	intron (NM_001361601, intron 3 of 8)	-47677	NR_045888	71818.0	Mm.490789	NR_045888	ENSMUSG00000113434	3200001D21Rik	-	RIKEN cDNA 3200001D21 gene	ncRNA	intron (NM_172544, intron 8 of 19)	intron (NM_172544, intron 8 of 19)	421610	NM_172544	18191.0	Mm.425766	NM_172544	ENSMUSG00000066392	Nrxn3	-	neurexin III	protein-coding	-10.0	84.0
554	chr12	89500000	89550000	chr12	91300000	91350000		intron (NM_172544, intron 13 of 19)	intron (NM_172544, intron 13 of 19)	-287483	NM_001252074	18191.0	Mm.425766	NM_172544	ENSMUSG00000066392	Nrxn3	-	neurexin III	protein-coding	intron (NM_181815, intron 10 of 25)	intron (NM_181815, intron 10 of 25)	59409	NM_181815	75216.0	Mm.312204	NM_181815	ENSMUSG00000061533	Cep128	4930534B04Rik|5430424K18Rik|AI449708|AI480494|E230024F20	centrosomal protein 128	protein-coding	-57.0	12.0
555	chr12	90700000	90750000	chr12	91300000	91350000		3' UTR (NM_010050, exon 2 of 2)	3' UTR (NM_010050, exon 2 of 2)	14038	NM_010050	13371.0	Mm.21389	NM_010050	ENSMUSG00000007682	Dio2	5DII|AI324267|DIOII	deiodinase, iodothyronine, type II	protein-coding	intron (NM_181815, intron 10 of 25)	intron (NM_181815, intron 10 of 25)	59409	NM_181815	75216.0	Mm.312204	NM_181815	ENSMUSG00000061533	Cep128	4930534B04Rik|5430424K18Rik|AI449708|AI480494|E230024F20	centrosomal protein 128	protein-coding	3.0	12.0
556	chr12	91600000	91650000	chr12	91750000	91800000		Intergenic	Lx7|LINE|L1	-34513	NM_175335	83602.0	Mm.275728	NM_031391	ENSMUSG00000020962	Gtf2a1	6330549H03Rik|AA536742|AA959775|AW060250|TfIIAa/b|Tfiia1	general transcription factor II A, 1	protein-coding	intron (NM_175367, intron 1 of 6)	intron (NM_175367, intron 1 of 6)	11436	NM_175367	108800.0	Mm.23125	NM_175367	ENSMUSG00000020961	Ston2	4933401N24Rik|AI425999|AW544599	stonin 2	protein-coding	-7.0	2.0
